Datum;DAX
09.07.2001;5869,86
10.07.2001;5816,32
11.07.2001;5801,8
12.07.2001;5889,88
13.07.2001;5928,01
16.07.2001;5853,76
17.07.2001;5846,66
18.07.2001;5728,37
19.07.2001;5829,69
20.07.2001;5764,06
23.07.2001;5791,73
24.07.2001;5663,26
25.07.2001;5582,76
26.07.2001;5675,76
27.07.2001;5754,86
30.07.2001;5792,19
31.07.2001;5861,19
01.08.2001;5835,23
02.08.2001;5777,28
03.08.2001;5735,88
06.08.2001;5746,04
07.08.2001;5752,51
08.08.2001;5614,51
09.08.2001;5512,28
10.08.2001;5433,49
13.08.2001;5453,77
14.08.2001;5520,71
15.08.2001;5455,44
16.08.2001;5361,92
17.08.2001;5222,12
20.08.2001;5207,83
21.08.2001;5216,11
22.08.2001;5220,21
23.08.2001;5254,04
24.08.2001;5387,5
27.08.2001;5406,47
28.08.2001;5308,78
29.08.2001;5305
30.08.2001;5162,4
31.08.2001;5188,17
03.09.2001;5094,1
04.09.2001;5208,1
05.09.2001;5048,08
06.09.2001;4875,37
07.09.2001;4730,67
10.09.2001;4670,13
11.09.2001;4273,53
12.09.2001;4335,2
13.09.2001;4392,4
14.09.2001;4115,98
17.09.2001;4234,55
18.09.2001;4194,85
19.09.2001;4041,8
20.09.2001;3809,67
21.09.2001;3787,23
24.09.2001;4038,69
25.09.2001;4009,12
26.09.2001;4095,32
27.09.2001;4184,5
28.09.2001;4308,15
01.10.2001;4239,97
02.10.2001;4304,2
03.10.2001;4436,66
04.10.2001;4548,13
05.10.2001;4487,69
08.10.2001;4495,15
09.10.2001;4472,42
10.10.2001;4613,19
11.10.2001;4718,46
12.10.2001;4625,13
15.10.2001;4548,48
16.10.2001;4626,48
17.10.2001;4644,82
18.10.2001;4574,37
19.10.2001;4513,53
22.10.2001;4619,32
23.10.2001;4704,22
24.10.2001;4811,82
25.10.2001;4715,6
26.10.2001;4820,26
29.10.2001;4660,35
30.10.2001;4543,98
31.10.2001;4559,13
01.11.2001;4636,13
02.11.2001;4583,31
05.11.2001;4755,11
06.11.2001;4707,65
07.11.2001;4860,66
08.11.2001;4993,57
09.11.2001;4910,07
12.11.2001;4820,37
13.11.2001;4946,97
14.11.2001;4953,53
15.11.2001;5006,33
16.11.2001;5062,64
19.11.2001;5185,1
20.11.2001;5096,18
21.11.2001;5087,03
22.11.2001;5124,54
23.11.2001;5150,97
26.11.2001;5114,12
27.11.2001;5059,57
28.11.2001;4915,95
29.11.2001;4936,08
30.11.2001;4989,91
03.12.2001;4988,44
04.12.2001;5013,99
05.12.2001;5262,75
06.12.2001;5271,29
07.12.2001;5199,03
10.12.2001;5124,68
11.12.2001;5146,45
12.12.2001;5062,56
13.12.2001;4966,05
14.12.2001;4909,42
17.12.2001;5067,99
18.12.2001;5039,64
19.12.2001;4984,69
20.12.2001;4934,14
21.12.2001;5019,01
24.12.2001;5019,01
25.12.2001;5019,01
26.12.2001;5019,01
27.12.2001;5117,13
28.12.2001;5160,1
31.12.2001;5160,1
01.01.2002;5160,1
02.01.2002;5167,88
03.01.2002;5270,29
04.01.2002;5318,73
07.01.2002;5232,22
08.01.2002;5236,37
09.01.2002;5288,21
10.01.2002;5228,11
11.01.2002;5209,97
14.01.2002;5065,84
15.01.2002;5062,04
16.01.2002;4984,2
17.01.2002;5133,4
18.01.2002;5122,23
21.01.2002;5069,74
22.01.2002;5045,72
23.01.2002;5163,03
24.01.2002;5170,44
25.01.2002;5156,63
28.01.2002;5159,02
29.01.2002;5084,52
30.01.2002;5052,2
31.01.2002;5107,61
01.02.2002;5097,06
04.02.2002;4984,48
05.02.2002;4936,75
06.02.2002;4804,41
07.02.2002;4862,62
08.02.2002;4835,95
11.02.2002;4940
12.02.2002;4884,78
13.02.2002;4935,35
14.02.2002;4973,77
15.02.2002;4862,6
18.02.2002;4871,76
19.02.2002;4764,05
20.02.2002;4780,24
21.02.2002;4850,73
22.02.2002;4745,58
25.02.2002;4863,54
26.02.2002;4897,75
27.02.2002;4960,22
28.02.2002;5039,08
01.03.2002;5097,41
04.03.2002;5245,84
05.03.2002;5228,67
06.03.2002;5285,26
07.03.2002;5289,43
08.03.2002;5359,55
11.03.2002;5340,67
12.03.2002;5275,81
13.03.2002;5245,99
14.03.2002;5276,87
15.03.2002;5401,11
18.03.2002;5426,04
19.03.2002;5462,55
20.03.2002;5364,7
21.03.2002;5348,68
22.03.2002;5366,13
25.03.2002;5317,38
26.03.2002;5390,59
27.03.2002;5348
28.03.2002;5397,29
29.03.2002;5397,29
01.04.2002;5397,29
02.04.2002;5311,08
03.04.2002;5281,84
04.04.2002;5254,95
05.04.2002;5260,53
08.04.2002;5180,33
09.04.2002;5170,25
10.04.2002;5265,36
11.04.2002;5162,96
12.04.2002;5189,65
15.04.2002;5244,2
16.04.2002;5343,88
17.04.2002;5318,55
18.04.2002;5262,88
19.04.2002;5284,55
22.04.2002;5205,48
23.04.2002;5192,1
24.04.2002;5160,14
25.04.2002;5054,41
26.04.2002;5000,38
29.04.2002;5008,04
30.04.2002;5041,2
01.05.2002;5041,2
02.05.2002;4964,56
03.05.2002;4882,77
06.05.2002;4880,67
07.05.2002;4872,41
08.05.2002;5028,59
09.05.2002;4966,48
10.05.2002;4871,7
13.05.2002;4975,48
14.05.2002;5049,08
15.05.2002;5072,39
16.05.2002;5047,45
17.05.2002;5036,41
20.05.2002;4998,99
21.05.2002;4984,61
22.05.2002;4919,5
23.05.2002;4879,5
24.05.2002;4899,13
27.05.2002;4961,54
28.05.2002;4918,58
29.05.2002;4881,8
30.05.2002;4761,96
31.05.2002;4818,3
03.06.2002;4747,95
04.06.2002;4625,79
05.06.2002;4624,31
06.06.2002;4657,52
07.06.2002;4610,18
10.06.2002;4589,26
11.06.2002;4606,09
12.06.2002;4510,19
13.06.2002;4470,14
14.06.2002;4303,85
17.06.2002;4475,1
18.06.2002;4433,85
19.06.2002;4354,82
20.06.2002;4245,68
21.06.2002;4232,4
24.06.2002;4127,21
25.06.2002;4202,97
26.06.2002;4099,05
27.06.2002;4259,43
28.06.2002;4382,56
01.07.2002;4366,81
02.07.2002;4195,95
03.07.2002;4138,15
04.07.2002;4258,62
05.07.2002;4483,03
08.07.2002;4442,33
09.07.2002;4369,76
10.07.2002;4190,22
11.07.2002;4118,5
12.07.2002;4130,8
15.07.2002;3912,51
16.07.2002;3977,75
17.07.2002;4092,82
18.07.2002;4100,75
19.07.2002;3891,88
22.07.2002;3691,43
23.07.2002;3515,83
24.07.2002;3632,66
25.07.2002;3520,46
26.07.2002;3579
29.07.2002;3859,78
30.07.2002;3878,94
31.07.2002;3700,14
01.08.2002;3606,45
02.08.2002;3532,49
05.08.2002;3332,65
06.08.2002;3568,64
07.08.2002;3465,54
08.08.2002;3679,26
09.08.2002;3760,86
12.08.2002;3647,13
13.08.2002;3683,21
14.08.2002;3589,92
15.08.2002;3665,74
16.08.2002;3684,69
19.08.2002;3837,67
20.08.2002;3768,51
21.08.2002;3868,17
22.08.2002;3906,55
23.08.2002;3828,26
26.08.2002;3783,84
27.08.2002;3851,34
28.08.2002;3682,84
29.08.2002;3660,95
30.08.2002;3712,94
02.09.2002;3609,41
03.09.2002;3398,99
04.09.2002;3425,9
05.09.2002;3354,71
06.09.2002;3485,68
09.09.2002;3429,22
10.09.2002;3494,69
11.09.2002;3584,69
12.09.2002;3421,87
13.09.2002;3361,28
16.09.2002;3319,05
17.09.2002;3289,13
18.09.2002;3124,92
19.09.2002;3007,47
20.09.2002;3065,73
23.09.2002;2914,25
24.09.2002;2873,21
25.09.2002;2962,5
26.09.2002;3020,6
27.09.2002;2918,9
30.09.2002;2769,03
01.10.2002;2865,23
02.10.2002;2926,74
03.10.2002;2813,3
04.10.2002;2714,62
07.10.2002;2667,39
08.10.2002;2622,09
09.10.2002;2597,88
10.10.2002;2733,19
11.10.2002;2930,74
14.10.2002;2850,11
15.10.2002;3048,27
16.10.2002;3008,93
17.10.2002;3172,46
18.10.2002;3163,67
21.10.2002;3282,67
22.10.2002;3155,97
23.10.2002;3015,42
24.10.2002;3090,01
25.10.2002;3102,01
28.10.2002;3198,96
29.10.2002;3022,01
30.10.2002;3113,59
31.10.2002;3152,85
01.11.2002;3165,16
04.11.2002;3327,94
05.11.2002;3351,32
06.11.2002;3298,84
07.11.2002;3155,66
08.11.2002;3079,1
11.11.2002;3042,06
12.11.2002;3115,88
13.11.2002;3066,42
14.11.2002;3188,39
15.11.2002;3191,76
18.11.2002;3218,36
19.11.2002;3206,93
20.11.2002;3212,99
21.11.2002;3304,63
22.11.2002;3320,88
25.11.2002;3299,24
26.11.2002;3191,63
27.11.2002;3346,14
28.11.2002;3360,76
29.11.2002;3320,32
02.12.2002;3380,2
03.12.2002;3280,49
04.12.2002;3320,75
05.12.2002;3224,74
06.12.2002;3207,53
09.12.2002;3065,57
10.12.2002;3167,99
11.12.2002;3196,05
12.12.2002;3111,88
13.12.2002;3077,06
16.12.2002;3205,29
17.12.2002;3139,97
18.12.2002;3022,69
19.12.2002;2961,41
20.12.2002;3024,22
23.12.2002;3000,84
24.12.2002;3000,84
25.12.2002;3000,84
26.12.2002;3000,84
27.12.2002;2840
30.12.2002;2892,63
31.12.2002;2892,63
01.01.2003;2892,63
02.01.2003;3105,04
03.01.2003;3092,94
06.01.2003;3157,25
07.01.2003;3112,77
08.01.2003;2993
09.01.2003;3037,68
10.01.2003;3037,33
13.01.2003;3060,65
14.01.2003;3098,72
15.01.2003;3049,4
16.01.2003;3054,11
17.01.2003;2918,82
20.01.2003;2893,55
21.01.2003;2870,57
22.01.2003;2803,25
23.01.2003;2811,22
24.01.2003;2717,82
27.01.2003;2643,8
28.01.2003;2671,36
29.01.2003;2706,57
30.01.2003;2693,78
31.01.2003;2747,83
03.02.2003;2751,99
04.02.2003;2632,98
05.02.2003;2725,88
06.02.2003;2649
07.02.2003;2569,34
10.02.2003;2586,09
11.02.2003;2627
12.02.2003;2571,25
13.02.2003;2555,27
14.02.2003;2674,46
17.02.2003;2708,97
18.02.2003;2740,14
19.02.2003;2624,65
20.02.2003;2591,26
21.02.2003;2648,87
24.02.2003;2571,35
25.02.2003;2485,5
26.02.2003;2450,2
27.02.2003;2513,22
28.02.2003;2547,05
03.03.2003;2549,65
04.03.2003;2501,03
05.03.2003;2498,02
06.03.2003;2437,51
07.03.2003;2431,66
10.03.2003;2329,04
11.03.2003;2305,3
12.03.2003;2202,96
13.03.2003;2354,31
14.03.2003;2403,19
17.03.2003;2487,12
18.03.2003;2584,61
19.03.2003;2615,22
20.03.2003;2604,85
21.03.2003;2715,06
24.03.2003;2548,37
25.03.2003;2636,1
26.03.2003;2579,33
27.03.2003;2584,05
28.03.2003;2520,84
31.03.2003;2423,87
01.04.2003;2450,19
02.04.2003;2589,35
03.04.2003;2569,81
04.04.2003;2654,07
07.04.2003;2808,94
08.04.2003;2767,79
09.04.2003;2734,1
10.04.2003;2697,1
11.04.2003;2733,95
14.04.2003;2776,78
15.04.2003;2834,12
16.04.2003;2824,68
17.04.2003;2899,78
18.04.2003;2899,78
21.04.2003;2899,78
22.04.2003;2960,96
23.04.2003;2974,4
24.04.2003;2891,62
25.04.2003;2838,23
28.04.2003;2953,92
29.04.2003;2908,96
30.04.2003;2942,04
01.05.2003;2942,04
02.05.2003;2986
05.05.2003;3013,04
06.05.2003;3066,95
07.05.2003;3005,64
08.05.2003;2886,08
09.05.2003;2956,59
12.05.2003;2937,26
13.05.2003;2909,95
14.05.2003;2926,03
15.05.2003;2989,38
16.05.2003;2989,08
19.05.2003;2850,68
20.05.2003;2838,93
21.05.2003;2827,25
22.05.2003;2865,21
23.05.2003;2822,83
26.05.2003;2828,28
27.05.2003;2873,6
28.05.2003;2919,54
29.05.2003;2906,71
30.05.2003;2982,68
02.06.2003;3064,56
03.06.2003;3026,82
04.06.2003;3080,02
05.06.2003;3039,76
06.06.2003;3127,46
09.06.2003;3094,76
10.06.2003;3140,34
11.06.2003;3178,15
12.06.2003;3219,47
13.06.2003;3168,71
16.06.2003;3264,5
17.06.2003;3286,48
18.06.2003;3304,15
19.06.2003;3247,11
20.06.2003;3238,98
23.06.2003;3186,39
24.06.2003;3217,34
25.06.2003;3198,82
26.06.2003;3241,22
27.06.2003;3224,66
30.06.2003;3220,58
01.07.2003;3146,55
02.07.2003;3241,04
03.07.2003;3241,92
04.07.2003;3239,61
07.07.2003;3332,87
08.07.2003;3344,46
09.07.2003;3322,43
10.07.2003;3269,84
11.07.2003;3326,51
14.07.2003;3396,07
15.07.2003;3384,69
16.07.2003;3387,64
17.07.2003;3330,68
18.07.2003;3366,71
21.07.2003;3287
22.07.2003;3318,15
23.07.2003;3304,48
24.07.2003;3374,82
25.07.2003;3356,89
28.07.2003;3417,77
29.07.2003;3428,12
30.07.2003;3429,03
31.07.2003;3487,86
01.08.2003;3438,89
04.08.2003;3405,31
05.08.2003;3438,36
06.08.2003;3375,66
07.08.2003;3331,89
08.08.2003;3332,24
11.08.2003;3339,58
12.08.2003;3381,71
13.08.2003;3398,89
14.08.2003;3452,7
15.08.2003;3443,93
18.08.2003;3507,23
19.08.2003;3504,53
20.08.2003;3501,23
21.08.2003;3565,47
22.08.2003;3549,05
25.08.2003;3500,09
26.08.2003;3455,48
27.08.2003;3483,08
28.08.2003;3492,67
29.08.2003;3484,58
01.09.2003;3571,22
02.09.2003;3567,2
03.09.2003;3647,51
04.09.2003;3668,67
05.09.2003;3607,71
08.09.2003;3641,53
09.09.2003;3594,4
10.09.2003;3536,87
11.09.2003;3566,85
12.09.2003;3508,06
15.09.2003;3516,31
16.09.2003;3564,75
17.09.2003;3561,03
18.09.2003;3612,02
19.09.2003;3578,7
22.09.2003;3456,27
23.09.2003;3411,02
24.09.2003;3307,34
25.09.2003;3326,27
26.09.2003;3324,85
29.09.2003;3323,38
30.09.2003;3256,78
01.10.2003;3329,83
02.10.2003;3276,64
03.10.2003;3419
06.10.2003;3404,91
07.10.2003;3355,78
08.10.2003;3395,33
09.10.2003;3481,9
10.10.2003;3471,25
13.10.2003;3538,39
14.10.2003;3538,13
15.10.2003;3570,58
16.10.2003;3577,72
17.10.2003;3516,67
20.10.2003;3559,33
21.10.2003;3580,08
22.10.2003;3490,6
23.10.2003;3497,14
24.10.2003;3452,64
27.10.2003;3517,1
28.10.2003;3586,93
29.10.2003;3615,42
30.10.2003;3639,66
31.10.2003;3655,99
03.11.2003;3744,5
04.11.2003;3741,71
05.11.2003;3717,7
06.11.2003;3733,93
07.11.2003;3782,56
10.11.2003;3746,24
11.11.2003;3729,87
12.11.2003;3748,34
13.11.2003;3765,59
14.11.2003;3797,4
17.11.2003;3674,54
18.11.2003;3666,28
19.11.2003;3652,29
20.11.2003;3638,04
21.11.2003;3642,25
24.11.2003;3737,09
25.11.2003;3733,16
26.11.2003;3712,98
27.11.2003;3744,99
28.11.2003;3745,95
01.12.2003;3821,2
02.12.2003;3809,26
03.12.2003;3875,66
04.12.2003;3874,78
05.12.2003;3841,73
08.12.2003;3806,54
09.12.2003;3846,18
10.12.2003;3820,92
11.12.2003;3858,85
12.12.2003;3860,13
15.12.2003;3875,47
16.12.2003;3865,98
17.12.2003;3847,57
18.12.2003;3870,88
19.12.2003;3898,42
22.12.2003;3876,94
23.12.2003;3903,34
24.12.2003;3903,34
25.12.2003;3903,34
26.12.2003;3903,34
29.12.2003;3952,72
30.12.2003;3965,16
31.12.2003;3965,16
01.01.2004;3965,16
02.01.2004;4018,5
05.01.2004;4035,9
06.01.2004;4035,44
07.01.2004;4004,4
08.01.2004;4045,43
09.01.2004;4016,18
12.01.2004;3995,91
13.01.2004;3996,22
14.01.2004;4055,21
15.01.2004;4068,75
16.01.2004;4111,64
19.01.2004;4139,92
20.01.2004;4106,41
21.01.2004;4138,04
22.01.2004;4139,86
23.01.2004;4151,83
26.01.2004;4128,68
27.01.2004;4134,42
28.01.2004;4150,24
29.01.2004;4095,71
30.01.2004;4058,6
02.02.2004;4071,6
03.02.2004;4057,51
04.02.2004;4028,37
05.02.2004;4014,79
06.02.2004;4044,99
09.02.2004;4098,97
10.02.2004;4110,8
11.02.2004;4122,16
12.02.2004;4121,65
13.02.2004;4057,05
16.02.2004;4070,46
17.02.2004;4095,86
18.02.2004;4095,34
19.02.2004;4141,53
20.02.2004;4073,35
23.02.2004;4068,71
24.02.2004;3991,42
25.02.2004;3995,34
26.02.2004;4007,81
27.02.2004;4018,16
01.03.2004;4054,43
02.03.2004;4100,34
03.03.2004;4071,7
04.03.2004;4133,78
05.03.2004;4126,14
08.03.2004;4145,99
09.03.2004;4087,55
10.03.2004;4044,7
11.03.2004;3904,95
12.03.2004;3915,38
15.03.2004;3810,76
16.03.2004;3822,37
17.03.2004;3896,79
18.03.2004;3827,43
19.03.2004;3819,15
22.03.2004;3729,23
23.03.2004;3728,82
24.03.2004;3726,07
25.03.2004;3811,92
26.03.2004;3822,33
29.03.2004;3881,25
30.03.2004;3874,04
31.03.2004;3856,7
01.04.2004;3924,85
02.04.2004;4007,6
05.04.2004;4048,6
06.04.2004;4022,81
07.04.2004;4001,16
08.04.2004;4013,53
09.04.2004;4013,53
12.04.2004;4013,53
13.04.2004;4071,42
14.04.2004;4012,77
15.04.2004;4004,61
16.04.2004;4033,98
19.04.2004;4025,07
20.04.2004;4061,13
21.04.2004;4026,15
22.04.2004;4059,15
23.04.2004;4103,62
26.04.2004;4125,83
27.04.2004;4134,1
28.04.2004;4065,74
29.04.2004;4008,91
30.04.2004;3985,21
03.05.2004;4007,65
04.05.2004;3990,75
05.05.2004;4022,1
06.05.2004;3909,46
07.05.2004;3895,64
10.05.2004;3784,61
11.05.2004;3849,84
12.05.2004;3776,24
13.05.2004;3824,93
14.05.2004;3803,1
17.05.2004;3754,37
18.05.2004;3789,24
19.05.2004;3872,26
20.05.2004;3839,32
21.05.2004;3831,84
24.05.2004;3867,84
25.05.2004;3828,07
26.05.2004;3867,52
27.05.2004;3913,33
28.05.2004;3902,72
31.05.2004;3921,41
01.06.2004;3864,18
02.06.2004;3888,31
03.06.2004;3917,08
04.06.2004;3961,93
07.06.2004;4017,81
08.06.2004;4018,95
09.06.2004;3997,76
10.06.2004;4021,64
11.06.2004;4014,56
14.06.2004;3948,65
15.06.2004;3987,3
16.06.2004;4003,24
17.06.2004;3985,46
18.06.2004;3999,79
21.06.2004;3989,31
22.06.2004;3928,39
23.06.2004;3945,1
24.06.2004;4007,05
25.06.2004;4013,35
28.06.2004;4069,35
29.06.2004;4069,73
30.06.2004;4052,73
01.07.2004;4035,02
02.07.2004;3998,77
05.07.2004;3995,73
06.07.2004;3944,88
07.07.2004;3930,58
08.07.2004;3934,48
09.07.2004;3924,49
12.07.2004;3893,24
13.07.2004;3903,88
14.07.2004;3898,84
15.07.2004;3847,19
16.07.2004;3845,93
19.07.2004;3812,63
20.07.2004;3837,6
21.07.2004;3877,48
22.07.2004;3801,05
23.07.2004;3797,33
26.07.2004;3752,59
27.07.2004;3814,08
28.07.2004;3807,21
29.07.2004;3889,68
30.07.2004;3895,61
02.08.2004;3862,71
03.08.2004;3877,32
04.08.2004;3823,74
05.08.2004;3829,03
06.08.2004;3727,74
09.08.2004;3690,33
10.08.2004;3720,64
11.08.2004;3678,91
12.08.2004;3658,11
13.08.2004;3646,99
16.08.2004;3699,11
17.08.2004;3705,73
18.08.2004;3726,5
19.08.2004;3722,99
20.08.2004;3712,61
23.08.2004;3772,14
24.08.2004;3771
25.08.2004;3788,88
26.08.2004;3832,28
27.08.2004;3851,18
30.08.2004;3838,85
31.08.2004;3785,21
01.09.2004;3817,62
02.09.2004;3833,45
03.09.2004;3866,99
06.09.2004;3887,58
07.09.2004;3889,04
08.09.2004;3884,16
09.09.2004;3851,22
10.09.2004;3886,03
13.09.2004;3953,31
14.09.2004;3947,75
15.09.2004;3941,75
16.09.2004;3963,65
17.09.2004;3988,07
20.09.2004;3977,68
21.09.2004;3991,02
22.09.2004;3942,35
23.09.2004;3905,66
24.09.2004;3910,3
27.09.2004;3874,37
28.09.2004;3882,27
29.09.2004;3920,36
30.09.2004;3892,9
01.10.2004;3994,96
04.10.2004;4033,28
05.10.2004;4048,71
06.10.2004;4049,66
07.10.2004;4043,36
08.10.2004;4015,54
11.10.2004;4017,82
12.10.2004;3966,48
13.10.2004;3976,03
14.10.2004;3940,46
15.10.2004;3922,11
18.10.2004;3915,17
19.10.2004;3964,13
20.10.2004;3912,4
21.10.2004;3934,06
22.10.2004;3935,14
25.10.2004;3854,41
26.10.2004;3862,26
27.10.2004;3929,03
28.10.2004;3959,59
29.10.2004;3960,25
01.11.2004;4012,64
02.11.2004;4037,57
03.11.2004;4039,04
04.11.2004;4041,38
05.11.2004;4063,58
08.11.2004;4068,97
09.11.2004;4065,33
10.11.2004;4089,13
11.11.2004;4130,81
12.11.2004;4143,35
15.11.2004;4134,34
16.11.2004;4117,22
17.11.2004;4183,41
18.11.2004;4178,68
19.11.2004;4134,89
22.11.2004;4123,98
23.11.2004;4113,37
24.11.2004;4125,3
25.11.2004;4160,35
26.11.2004;4154,27
29.11.2004;4146,98
30.11.2004;4126
01.12.2004;4186,03
02.12.2004;4216,4
03.12.2004;4208,87
06.12.2004;4193,91
07.12.2004;4212,62
08.12.2004;4201,35
09.12.2004;4150,41
10.12.2004;4174,55
13.12.2004;4219,24
14.12.2004;4231,3
15.12.2004;4213,69
16.12.2004;4233,71
17.12.2004;4182,27
20.12.2004;4211,55
21.12.2004;4214,39
22.12.2004;4241,28
23.12.2004;4251,62
24.12.2004;4251,62
27.12.2004;4235,36
28.12.2004;4261,79
29.12.2004;4247,75
30.12.2004;4256,08
31.12.2004;4256,08
03.01.2005;4291,53
04.01.2005;4290,5
05.01.2005;4258,24
06.01.2005;4300,94
07.01.2005;4316,4
10.01.2005;4307,37
11.01.2005;4258,01
12.01.2005;4208,82
13.01.2005;4212,14
14.01.2005;4232,36
17.01.2005;4245,51
18.01.2005;4250,71
19.01.2005;4245,55
20.01.2005;4220,43
21.01.2005;4213,7
24.01.2005;4201,89
25.01.2005;4233,95
26.01.2005;4214,12
27.01.2005;4216,41
28.01.2005;4201,81
31.01.2005;4254,85
01.02.2005;4279,97
02.02.2005;4296,31
03.02.2005;4281,64
04.02.2005;4339,28
07.02.2005;4366,35
08.02.2005;4371,39
09.02.2005;4353,15
10.02.2005;4342,01
11.02.2005;4387,8
14.02.2005;4386,4
15.02.2005;4402,03
16.02.2005;4368,77
17.02.2005;4369,68
18.02.2005;4359,47
21.02.2005;4353,34
22.02.2005;4323,21
23.02.2005;4310,66
24.02.2005;4304,29
25.02.2005;4348,64
28.02.2005;4350,49
01.03.2005;4383,62
02.03.2005;4393,43
03.03.2005;4373,27
04.03.2005;4423,52
07.03.2005;4428,09
08.03.2005;4396,5
09.03.2005;4375,6
10.03.2005;4337,68
11.03.2005;4360,49
14.03.2005;4367,3
15.03.2005;4387,69
16.03.2005;4309,11
17.03.2005;4315,92
18.03.2005;4327,18
21.03.2005;4296,36
22.03.2005;4320,69
23.03.2005;4317,2
24.03.2005;4343,6
25.03.2005;4343,6
28.03.2005;4343,6
29.03.2005;4351,89
30.03.2005;4347,52
31.03.2005;4348,77
01.04.2005;4373,53
04.04.2005;4341,39
05.04.2005;4362,61
06.04.2005;4379,18
07.04.2005;4389,52
08.04.2005;4400,68
11.04.2005;4396,09
12.04.2005;4372,12
13.04.2005;4405,69
14.04.2005;4402,05
15.04.2005;4312,25
18.04.2005;4202,2
19.04.2005;4204,61
20.04.2005;4178,62
21.04.2005;4193,7
22.04.2005;4223,04
25.04.2005;4246,96
26.04.2005;4233,76
27.04.2005;4189,02
28.04.2005;4178,1
29.04.2005;4184,84
02.05.2005;4224,02
03.05.2005;4245,54
04.05.2005;4264,35
05.05.2005;4299,51
06.05.2005;4311,06
09.05.2005;4292,41
10.05.2005;4251,13
11.05.2005;4244,16
12.05.2005;4267,05
13.05.2005;4275,7
16.05.2005;4262,18
17.05.2005;4251,77
18.05.2005;4324,6
19.05.2005;4360,42
20.05.2005;4360,68
23.05.2005;4406,95
24.05.2005;4396,64
25.05.2005;4389,54
26.05.2005;4436,6
27.05.2005;4444,71
30.05.2005;4480,43
31.05.2005;4460,63
01.06.2005;4527,17
02.06.2005;4532,17
03.06.2005;4510,39
06.06.2005;4497,26
07.06.2005;4566,01
08.06.2005;4557,29
09.06.2005;4562,75
10.06.2005;4586,1
13.06.2005;4599,21
14.06.2005;4591,69
15.06.2005;4548,42
16.06.2005;4579,87
17.06.2005;4604,57
20.06.2005;4586,86
21.06.2005;4608,11
22.06.2005;4619,6
23.06.2005;4627,48
24.06.2005;4566,48
27.06.2005;4523,82
28.06.2005;4557,46
29.06.2005;4583,63
30.06.2005;4586,28
01.07.2005;4617,07
04.07.2005;4623,41
05.07.2005;4603,65
06.07.2005;4615,49
07.07.2005;4530,18
08.07.2005;4597,97
11.07.2005;4663,38
12.07.2005;4653,03
13.07.2005;4679,89
14.07.2005;4699,27
15.07.2005;4712,9
18.07.2005;4719,57
19.07.2005;4770,54
20.07.2005;4784,5
21.07.2005;4829,87
22.07.2005;4836,9
25.07.2005;4842,7
26.07.2005;4843,49
27.07.2005;4855,35
28.07.2005;4892,5
29.07.2005;4886,5
01.08.2005;4890,85
02.08.2005;4932,87
03.08.2005;4923,12
04.08.2005;4874,06
05.08.2005;4827,18
08.08.2005;4837,86
09.08.2005;4909,48
10.08.2005;4990,57
11.08.2005;4953,93
12.08.2005;4937,33
15.08.2005;4922,34
16.08.2005;4883,81
17.08.2005;4871,46
18.08.2005;4851,27
19.08.2005;4929,91
22.08.2005;4941,69
23.08.2005;4917,74
24.08.2005;4915,95
25.08.2005;4856,01
26.08.2005;4783,8
29.08.2005;4812,24
30.08.2005;4791,72
31.08.2005;4829,69
01.09.2005;4842,94
02.09.2005;4837,81
05.09.2005;4909,89
06.09.2005;4968,28
07.09.2005;4988,14
08.09.2005;4992,75
09.09.2005;5005,93
12.09.2005;4989,98
13.09.2005;4901,88
14.09.2005;4911,17
15.09.2005;4905,98
16.09.2005;4986,5
19.09.2005;4926,13
20.09.2005;4962,86
21.09.2005;4875,22
22.09.2005;4849,01
23.09.2005;4882,58
26.09.2005;4998,16
27.09.2005;4965,88
28.09.2005;5048,74
29.09.2005;5021,17
30.09.2005;5044,12
03.10.2005;5082,07
04.10.2005;5138,02
05.10.2005;5069,42
06.10.2005;5017,27
07.10.2005;5007,77
10.10.2005;5022,79
11.10.2005;5032,46
12.10.2005;4981,77
13.10.2005;4950,07
14.10.2005;4975,56
17.10.2005;4978,83
18.10.2005;4947,18
19.10.2005;4845,98
20.10.2005;4864,25
21.10.2005;4838,4
24.10.2005;4901,79
25.10.2005;4872,97
26.10.2005;4900,79
27.10.2005;4806,05
28.10.2005;4825,64
31.10.2005;4929,07
01.11.2005;4922,55
02.11.2005;4954,83
03.11.2005;5011
04.11.2005;4995,24
07.11.2005;5024,2
08.11.2005;5008,83
09.11.2005;5011,38
10.11.2005;5015,55
11.11.2005;5090,75
14.11.2005;5092,43
15.11.2005;5110,61
16.11.2005;5081,46
17.11.2005;5099,72
18.11.2005;5123,5
21.11.2005;5170,61
22.11.2005;5174,72
23.11.2005;5196,08
24.11.2005;5187,98
25.11.2005;5194,27
28.11.2005;5176,59
29.11.2005;5199,48
30.11.2005;5193,4
01.12.2005;5266,55
02.12.2005;5307,99
05.12.2005;5266,86
06.12.2005;5300,85
07.12.2005;5266,75
08.12.2005;5286,75
09.12.2005;5282,13
12.12.2005;5301,21
13.12.2005;5310,28
14.12.2005;5286,76
15.12.2005;5295,82
16.12.2005;5353,66
19.12.2005;5350,18
20.12.2005;5356,6
21.12.2005;5397,23
22.12.2005;5398,28
23.12.2005;5419,05
26.12.2005;5419,05
27.12.2005;5444,84
28.12.2005;5447,15
